# 颜文字面板的排布：分类\t颜文字
# 由 render-panel.py 从 kaomoji-collection 挑出来（MIT，见同目录 LICENSE），别手改
# group: 开心
害怕	(ﾟ?ﾟ;)
害怕	(／。＼)怖
害怕	(ﾟДﾟ;)
害怕	(;´∀｀)
害怕	(;´д｀)
害怕	(；´Д｀)
害怕	(;ﾟ∀ﾟ)
害怕	Σ（°□°）
害怕	(；ﾟДﾟ)
害怕	(´ﾟДﾟ｀)
害怕	(´Д｀|||)
害怕	(´・ω・｀；)
害怕	(´･ω･`)怖
害怕	(&gt;д&lt;*)ｺﾜｲ
害怕	Σ(´∀｀||;)
害怕	((;ﾟ Дﾟ))
害怕	(ﾟДﾟ≡ﾟДﾟ)
害怕	(´✖ω✖`)こわい
害怕	(´• ω •`)怖
害怕	;(っ`ω´c);:
害怕	(((；ﾟДﾟ)))
害怕	(llﾟДﾟ)怖ァ・・
害怕	；°ロ°)ｶﾞﾀｶﾞﾀ
害怕	(((´･_･`)))
害怕	((;ﾟДﾟ)ｵﾛｵﾛ
害怕	٩(๑º﹏º๑)۶怖ぃ～
害怕	(((( ;ﾟДﾟ)))
害怕	((((；ﾟДﾟ))))
害怕	(´･ω･`):ｺ､ｺﾜｲ
害怕	|ｮﾟДﾟll))怖ァ・・
害怕	(((；ﾟρﾟ)))ｺﾜｲ
害怕	((((´°ω°`))))
害怕	(((（´°Д°`）)))
害怕	(((ҩꙬҩ)))ｶﾞﾀｶﾞﾀ
害怕	((´д｀)) ぶるぶる・・・
害怕	((((；ﾟдﾟ)))ｱﾜﾜﾜﾜ
害怕	((( ´ºωº `)))ｶﾞﾀｶﾞﾀ
害怕	ｶﾞｸｶﾞｸ(((ﾉ)ﾟДﾟ(ヽ)))
# group: 惊讶
惊讶	Σ(゜ω゜)
惊讶	Σ(°Д°)
惊讶	∑(°∀°)
惊讶	Σ(⊙ω⊙)
惊讶	Σ(ﾟﾛﾟ;)
惊讶	Σ( °ω° )
惊讶	Σ(･ω･ﾉ)ﾉ
惊讶	\(°Д° )/
惊讶	Σ(&#x27; ° &#x27; )!
惊讶	(。ﾟωﾟ)
惊讶	(⊙ө⊙*)
惊讶	(｡◕д◕｡)
惊讶	(´⊙ω⊙`)
惊讶	Σ( ˙꒳˙ )
惊讶	૮₍ ˙О˙₎ა
惊讶	Σ(´⊙ω⊙`)
惊讶	!!(˚༏˚๑)
惊讶	Σ(,,ºΔº,,*)
惊讶	Σฅ(º ﾛ º ฅ)
惊讶	( Ꙭ)
惊讶	(⊙⊙)
惊讶	Ꙩ₀Ꙩ)
惊讶	(ﾟДﾟ)
惊讶	(°o°)
惊讶	(⊙ө⊙)
惊讶	(´°д°`)
惊讶	( ⊙᎑⊙ )
惊讶	(; ⚆⌓⚆)
惊讶	(´๑_๑`)
惊讶	(ಠಿ_ಠಿ)
惊讶	(´°‐°｀)
惊讶	( ૦هᐤ )!
惊讶	ᐠ( ᐝ̱ )ᐟ
# group: 害羞
害羞	(∩_∩)
害羞	(//ω照♥
害羞	(〃ﾉдﾉ)ﾃﾚ
害羞	(ฅωฅ`)照♡
害羞	σ(*´∀｀照)
害羞	(〃∇〃)ﾃﾚﾃﾚ
害羞	(๑´ฅωฅ๑)照♡
害羞	(o^^o)てれっ💕
害羞	(〃▽〃)ﾃﾞﾚﾃﾞﾚ
害羞	(⸝⸝⸝´꒳`⸝⸝⸝)ﾃﾚｯ
害羞	(´///ω///｀)ﾃﾚﾃﾚ
害羞	\(//∇//)\/ﾃﾞﾚﾃﾞﾚ
害羞	(,,´•ᴥ•`,,)ﾃﾚﾃﾚ///
害羞	⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄ﾃﾚﾃﾚ
害羞	⁄(⁄ ⁄-⁄ω⁄-⁄ ⁄)⁄ﾃﾚﾃﾚ
害羞	ﾃﾞﾚﾃﾞﾚ(ﾉ∀ヾ*))ﾃﾞﾚﾃﾞﾚ
害羞	˶ˊᜊˋ˶
害羞	(´•ᴗ•⸝⸝ก )
害羞	⸝⸝ᐢ. ̫.ᐢ⸝⸝
害羞	₍ᐢ⸝⸝•ω•⸝⸝ᐢ₎
害羞	(⸝⸝⸝´꒳`⸝⸝⸝)
害羞	(ฅ///ฅ*)ﾃﾚﾃﾚ💕
害羞	(///ω///)ﾃﾚﾃﾚ♪
害羞	ヾ( ⸝⸝&gt;﹏&lt;⸝⸝ )ﾉﾞ
害羞	Σ꒰ ∩˃͈ ╻ ˂͈ ∩ ꒱
害羞	( ⸝⸝•ᴗ•⸝⸝ )ﾃﾚﾃﾚ♪
害羞	⁄(⁄ ｡⁄&gt;⁄_⁄&lt;⁄ ｡⁄)⁄
害羞	(((o( ˶♡♡꒳♡˵ )o)))
害羞	ﾃﾚ(꜆꜄꜆//˙꒳˙//)꜆꜄꜆ﾃﾚ
害羞	((⊂(∩///˙꒳​˙///∩)⊃))
害羞	(つω｀*)ﾃﾍ
害羞	σ)&gt;ω&lt;*)ﾃﾍ
害羞	(∀｀*ゞ)ﾃﾍｯ
害羞	(*ﾉω・*)ﾃﾍ
害羞	(ૢ˃ꌂ˂⁎)Շ^
害羞	(๑&gt;؂&lt;๑)Շ^
害羞	(⚭ᴥ⚭)ﾃﾍｳ♡
害羞	(ฅᴗ•๑`)ﾃﾍ
害羞	(*ﾉ&gt;ᴗ&lt;)ﾃﾍｯ
害羞	(๑´ڤ`๑)ﾃﾍ♡
# group: 累了
累了	(´Д｀)
累了	(´-`)
累了	(´□｀)
累了	(´Д`)
累了	(´ヘ｀；)
累了	(´-｀；)
累了	(´□｀；)
累了	(´Д｀；)
累了	(´-ω-｀)
累了	(´-д-｀)
累了	(´･_･`)
累了	(´-ω-`)
累了	(´･ω･`)
累了	(´-ェ-｀)
累了	(´･ｪ･`)
累了	(´-o-｀)
累了	(´ﾟωﾟ｀)
累了	(´ﾟдﾟ｀)
累了	(´；ω；`)
累了	(´-﹏-｀；)
累了	(´-ι_-｀)
累了	(´-ω-`;)
累了	(´･_･`;)
累了	(´-﹏-`;)
累了	(´･ｪ･`;)
累了	(´-д-`;)
累了	(´-ω-`；)
累了	(´･_･`；)
累了	(´-ι_-`;)
累了	_(:3」∠)_
累了	_(:з」∠)_
累了	_(:D」∠)_
累了	_(:q」∠)_
累了	_(┐「ε:)_
累了	_(:3」z)_
累了	_(:3」∠)＿
累了	_(:3」[＿]
累了	_(:3 」∠)_
累了	_(:3」∠ )_
累了	(｡•́︿•̀｡)
# group: 猫
猫	ฅ•ω•ฅ
猫	*´꒳`ฅ
猫	ฅ(^^ฅ)
猫	ฅ•ﻌ•´ฅ
猫	(ฅ&#x27;ω&#x27;ฅ)
猫	ฅ^•ω•^ฅ
猫	*ฅ´ω`ฅ*
猫	ฅ^&gt;ω&lt;^ฅ
猫	ฅ^-ω-^ฅ
猫	∩(^ΦωΦ^)∩
猫	ฅ(=･ω･=)ฅ
猫	(ฅ๑•ω•๑ฅ)
猫	ฅ( ˙꒳​˙ ฅ)
猫	ฅ^• ·̫ •^ฅ
猫	₍˄·͈༝·͈˄₎♡
猫	(*ฅ́˘ฅ̀*)♡
猫	₍⸍⸌̣ʷ̣̫⸍̣⸌₎
猫	₍ᐞ•༝•ᐞ₎◞ ̑̑
猫	(ฅ・∀・ฅ)♥🍭🍭
猫	~(=^･ω･^)_旦~
猫	ヾ(⌒(_*Φ ﻌ Φ*)_ﾆ
猫	( ̳- ·̫ - ̳ˆ )◞❤
猫	(ฅ•́ωก̀๑))｡｡zzzZZ
猫	ヾ(⌒(_´,,−﹃−,,`)_ゴロにゃん
猫	ᨐ ∫
猫	(^≗ω≗^)
猫	ฅ*•ω•*ฅ
猫	₍ˆᴓ⌣⌣ᴓˆ₎
猫	=＂ㅎ ⋏ ㅎ＾=
猫	(ฅ`･ω･´)っ
猫	ฅˆ•ﻌ•ˆฅ♡*
猫	(*ฅ•ω•ฅ*)
猫	ฅ( ᵕ ω ᵕ )
猫	ᓚ₍ ^. ༝ .^₎
猫	Σฅ(º ﾛ º ฅ)
猫	ฅ(๑*д*๑)ฅ!!
猫	/ᐠܻܻ   ့⑅ܻᐟ\
猫	^ ̳- ‧̫ • ̳^
猫	/ᐠ ྀི- ˕ -ྀིマ
猫	ᓚ /`=🝦 ﻌ 🝦=マฅ~
# group: 狗
狗	U・ᴥ・U
狗	U・ﻌ・U
狗	∇・ω・∇
